index;venda chave;data venda;data chave;estado;regiao;cliente;segmento;cliente chave;id produto;produto ;preco;custo;desconto;quantidade;total venda
1878;2023-118885;12/30/2023;20231230;BA;Nordeste;46. Bistrô do Porto;Café & Bistrô;1057;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;100; 479,18 
1879;2023-118885;12/30/2023;20231230;BA;Nordeste;46. Bistrô do Porto;Café & Bistrô;1057;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;100; 802,63 
1880;2023-166611;3/29/2023;20230329;CE;Nordeste;17. Sabor do Campo;Restaurante;1070;Q-P2;Quiche P2; 4,79 ; 3,21 ;7%;200; 804,83 
1881;2021-109512;03/05/2021;20210305;PA;Nordeste;24. Sabor & Tradição;Restaurante;1076;G-G1;Galupe G1; 12,26 ; 8,22 ;0%;200; 2.203,43 
1882;2021-109512;03/05/2021;20210305;PA;Nordeste;24. Sabor & Tradição;Restaurante;1076;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;1%;200; 1.038,65 
1883;2021-109512;03/05/2021;20210305;PA;Nordeste;24. Sabor & Tradição;Restaurante;1076;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;200; 2.203,43 
1884;2022-118570;11/14/2022;20221114;CE;Nordeste;57. Bistrô das Estrelas;Café & Bistrô;1064;Q-M;Quiche M; 11,68 ; 7,82 ;2%;200; 1.605,27 
1885;2023-154718;1/20/2023;20230120;PE;Nordeste;6. Sabor & Arte;Restaurante;1078;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;200; 804,83 
1886;2022-147578;4/23/2022;20220423;BA;Nordeste;44. Bistrô da Vila;Café & Bistrô;1052;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;100; 1.167,61 
1887;2020-140165;5/13/2020;20200513;CE;Nordeste;28. Cozinha Criativa;Restaurante;1044;P-M-Premium;Panetone M Premium; 23,22 ; 15,56 ;2%;200; 1.614,85 
1888;2020-140165;5/13/2020;20200513;CE;Nordeste;28. Cozinha Criativa;Restaurante;1044;Q-P2;Quiche P2; 4,79 ; 3,21 ;7%;500; 4.013,17 
1889;2020-142587;10/21/2020;20201021;GO;Centro-Oeste;73. Bistrô das Colinas;Café & Bistrô;1051;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;2%;300; 3.502,83 
1890;2020-142587;10/21/2020;20201021;GO;Centro-Oeste;73. Bistrô das Colinas;Café & Bistrô;1051;Q-P2;Quiche P2; 4,79 ; 3,21 ;4%;100; 1.167,61 
1891;2020-157623;3/14/2020;20200314;BA;Nordeste;56. Café do Tempo;Café & Bistrô;1010;Q-M;Quiche M; 11,68 ; 7,82 ;0%;300; 2.407,90 
1892;2020-157623;3/14/2020;20200314;BA;Nordeste;56. Café do Tempo;Café & Bistrô;1010;P-P;Panetone P; 8,03 ; 5,38 ;0%;500; 4.013,17 
1893;2023-145310;12/23/2023;20231223;CE;Nordeste;32. Bistrô da Praça;Café & Bistrô;1092;G-G1;Galupe G1; 12,26 ; 8,22 ;2%;500; 4.013,17 
1894;2022-100083;11/25/2022;20221125;CE;Nordeste;74. Café do Entardecer;Café & Bistrô;1071;Q-M;Quiche M; 11,68 ; 7,82 ;2%;500; 4.013,17 
1895;2023-108063;12/03/2023;20231203;CE;Nordeste;15. Cozinha da Vovó;Restaurante;1068;P-P;Panetone P; 8,03 ; 5,38 ;0%;300; 1.207,25 
1896;2021-109197;12/31/2021;20211231;CE;Nordeste;26. Restaurante do Chef;Restaurante;1024;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;100; 1.101,71 
1897;2023-141789;10/04/2023;20231004;CE;Nordeste;7. Mesa dos Sabores;Restaurante;1003;Q-P2;Quiche P2; 4,79 ; 3,21 ;0%;500; 4.013,17 
1898;2020-169775;8/29/2020;20200829;CE;Nordeste;42. Bistrô das Estações;Café & Bistrô;1048;G-G1;Galupe G1; 12,26 ; 8,22 ;2%;300; 2.407,90 
1899;2020-169775;8/29/2020;20200829;CE;Nordeste;42. Bistrô das Estações;Café & Bistrô;1048;Q-P2;Quiche P2; 4,79 ; 3,21 ;7%;300; 2.407,90 
1900;2020-169775;8/29/2020;20200829;CE;Nordeste;42. Bistrô das Estações;Café & Bistrô;1048;Q-P2;Quiche P2; 4,79 ; 3,21 ;5%;400; 1.609,66 
1901;2022-140543;6/30/2022;20220630;GO;Centro-Oeste;45. Café & Arte;Café & Bistrô;1097;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;100; 802,63 
1902;2022-151141;8/21/2022;20220821;GO;Centro-Oeste;37. Café da Manhã;Café & Bistrô;1030;Q-P1;Quiche P1; 5,19 ; 3,48 ;0%;300; 2.407,90 
1903;2023-167094;10/22/2023;20231022;CE;Nordeste;76. Café do Luar;Café & Bistrô;1077;Q-M;Quiche M; 11,68 ; 7,82 ;2%;200; 1.605,27 
1904;2023-167094;10/22/2023;20231022;CE;Nordeste;76. Café do Luar;Café & Bistrô;1077;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;200; 1.605,27 
1905;2023-167094;10/22/2023;20231022;CE;Nordeste;76. Café do Luar;Café & Bistrô;1077;M-P;Mel P; 4,02 ; 2,70 ;2%;200; 1.605,27 
1906;2023-154410;10/22/2023;20231022;RJ;Sudeste;5. Confeitaria Estrela;Indústria;1007;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;800; 6.421,08 
1907;2022-150567;5/18/2022;20220518;CE;Nordeste;23. Cantina da Nonna;Restaurante;1028;Q-P2;Quiche P2; 4,79 ; 3,21 ;7%;200; 958,35 
1908;2022-150567;5/18/2022;20220518;CE;Nordeste;23. Cantina da Nonna;Restaurante;1028;Q-P2;Quiche P2; 4,79 ; 3,21 ;7%;200; 958,35 
1909;2021-157959;02/03/2021;20210203;BA;Nordeste;94. Café do Celeiro;Eventos;1001;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;200; 958,35 
1910;2023-105886;12/19/2023;20231219;PA;Nordeste;49. Café & Sonhos;Café & Bistrô;1055;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;200; 958,35 
1911;2022-105963;11/16/2022;20221116;BA;Nordeste;9. Chef’s Haven;Restaurante;1088;M-P;Mel P; 4,02 ; 2,70 ;0%;200; 958,35 
1912;2023-121503;07/04/2023;20230704;PE;Nordeste;11. Sabor do Mar;Restaurante;1026;Q-M;Quiche M; 11,68 ; 7,82 ;2%;200; 804,83 
1913;2023-121503;07/04/2023;20230704;PE;Nordeste;11. Sabor do Mar;Restaurante;1026;G-G2;Galupe G2; 11,68 ; 7,83 ;4%;800; 18.575,40 
1914;2020-103366;1/16/2020;20200116;RS;Sul;72. Café do Amanhecer;Café & Bistrô;1006;M-P;Mel P; 4,02 ; 2,70 ;0%;500; 5.508,57 
1915;2023-124597;05/01/2023;20230501;CE;Nordeste;60. Café do Horizonte;Café & Bistrô;1016;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;500; 11.609,62 
1916;2023-124597;05/01/2023;20230501;CE;Nordeste;60. Café do Horizonte;Café & Bistrô;1016;P-P;Panetone P; 8,03 ; 5,38 ;2%;500; 2.596,63 
1917;2023-124597;05/01/2023;20230501;CE;Nordeste;60. Café do Horizonte;Café & Bistrô;1016;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;500; 2.596,63 
1918;2021-105634;11/08/2021;20211108;MG;Sudeste;55. Café da Alma;Café & Bistrô;1005;P-P;Panetone P; 8,03 ; 5,38 ;0%;200; 804,83 
1919;2021-123673;10/30/2021;20211030;GO;Centro-Oeste;94. Café do Celeiro;Eventos;1001;Q-P1;Quiche P1; 5,19 ; 3,48 ;0%;100; 479,18 
1920;2023-111423;8/18/2023;20230818;PA;Nordeste;16. Fogo & Lenha;Restaurante;1080;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;500; 4.013,17 
1921;2023-111423;8/18/2023;20230818;PA;Nordeste;16. Fogo & Lenha;Restaurante;1080;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;1%;400; 3.210,54 
1922;2021-125178;10/03/2021;20211003;CE;Nordeste;7. Mesa dos Sabores;Restaurante;1003;Q-G2;Quiche G2; 20,59 ; 13,79 ;2%;300; 6.176,12 
1923;2022-156685;07/09/2022;20220709;PE;Nordeste;53. Café & Harmonia;Café & Bistrô;1061;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;700; 5.618,44 
1924;2022-156685;07/09/2022;20220709;PE;Nordeste;53. Café & Harmonia;Café & Bistrô;1061;P-P;Panetone P; 8,03 ; 5,38 ;2%;500; 2.395,88 
1925;2023-126865;12/06/2023;20231206;BA;Nordeste;60. Café do Horizonte;Café & Bistrô;1016;Q-M;Quiche M; 11,68 ; 7,82 ;0%;300; 6.176,12 
1926;2023-102834;03/10/2023;20230310;BA;Nordeste;68. Café do Vale;Café & Bistrô;1084;M-P;Mel P; 4,02 ; 2,70 ;0%;100; 1.167,61 
1927;2022-139710;06/10/2022;20220610;BA;Nordeste;73. Bistrô das Colinas;Café & Bistrô;1051;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;100; 1.167,61 
1928;2023-121538;11/29/2023;20231129;SC;Sul;62. Café do Sol Nascente;Café & Bistrô;1062;Q-M;Quiche M; 11,68 ; 7,82 ;2%;200; 2.335,22 
1929;2023-101539;3/17/2023;20230317;BA;Nordeste;13. Gastronomia Urbana;Restaurante;1039;Q-M;Quiche M; 11,68 ; 7,82 ;0%;200; 1.038,65 
1930;2023-101539;3/17/2023;20230317;BA;Nordeste;13. Gastronomia Urbana;Restaurante;1039;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;300; 3.305,14 
1931;2023-101539;3/17/2023;20230317;BA;Nordeste;13. Gastronomia Urbana;Restaurante;1039;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;200; 4.117,42 
1932;2022-152121;11/28/2022;20221128;GO;Centro-Oeste;29. Sabor do Sol;Restaurante;1042;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;200; 4.117,42 
1933;2023-161200;08/07/2023;20230807;SC;Sul;27. Sabores do Mediterrâneo;Restaurante;1099;Q-G1;Quiche G1; 23,07 ; 15,46 ;0%;200; 2.335,22 
1934;2023-161200;08/07/2023;20230807;SC;Sul;27. Sabores do Mediterrâneo;Restaurante;1099;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;100; 2.058,71 
1935;2023-101245;11/28/2023;20231128;BA;Nordeste;68. Café do Vale;Café & Bistrô;1084;Q-M;Quiche M; 11,68 ; 7,82 ;0%;500; 5.508,57 
1936;2023-101245;11/28/2023;20231128;BA;Nordeste;68. Café do Vale;Café & Bistrô;1084;M-P;Mel P; 4,02 ; 2,70 ;0%;300; 3.678,37 
1937;2021-141768;5/25/2021;20210525;BA;Nordeste;8. Cantinho Gourmet;Restaurante;1009;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;300; 3.678,37 
1938;2022-112109;07/09/2022;20220709;SC;Sul;5. Confeitaria Estrela;Indústria;1007;Q-P2;Quiche P2; 4,79 ; 3,21 ;7%;500; 2.596,63 
1939;2022-112109;07/09/2022;20220709;SC;Sul;5. Confeitaria Estrela;Indústria;1007;Q-G2;Quiche G2; 20,59 ; 13,79 ;2%;100; 1.167,61 
1940;2022-112109;07/09/2022;20220709;SC;Sul;5. Confeitaria Estrela;Indústria;1007;Q-P2;Quiche P2; 4,79 ; 3,21 ;7%;200; 2.335,22 
1941;2022-112109;07/09/2022;20220709;SC;Sul;5. Confeitaria Estrela;Indústria;1007;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;200; 4.643,85 
1942;2023-144064;8/30/2023;20230830;MS;Centro-Oeste;13. Gastronomia Urbana;Restaurante;1039;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;200; 4.643,85 
1943;2023-144064;8/30/2023;20230830;MS;Centro-Oeste;13. Gastronomia Urbana;Restaurante;1039;Q-G2;Quiche G2; 20,59 ; 13,79 ;2%;500; 4.013,17 
1944;2023-144064;8/30/2023;20230830;MS;Centro-Oeste;13. Gastronomia Urbana;Restaurante;1039;Q-P2;Quiche P2; 4,79 ; 3,21 ;8%;200; 1.038,65 
1945;2022-108581;6/21/2022;20220621;PE;Nordeste;42. Bistrô das Estações;Café & Bistrô;1048;M-P;Mel P; 4,02 ; 2,70 ;2%;200; 804,83 
1946;2022-108581;6/21/2022;20220621;PE;Nordeste;42. Bistrô das Estações;Café & Bistrô;1048;Q-M;Quiche M; 11,68 ; 7,82 ;2%;300; 1.437,53 
1947;2023-157987;09/03/2023;20230903;PA;Nordeste;78. Café do Silêncio;Café & Bistrô;1015;P-P;Panetone P; 8,03 ; 5,38 ;0%;300; 1.437,53 
1948;2023-157987;09/03/2023;20230903;PA;Nordeste;78. Café do Silêncio;Café & Bistrô;1015;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;200; 3.839,99 
1949;2023-157987;09/03/2023;20230903;PA;Nordeste;78. Café do Silêncio;Café & Bistrô;1015;Q-P2;Quiche P2; 4,79 ; 3,21 ;4%;300; 2.407,90 
1950;2023-157987;09/03/2023;20230903;PA;Nordeste;78. Café do Silêncio;Café & Bistrô;1015;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;0%;100; 802,63 
1951;2023-157987;09/03/2023;20230903;PA;Nordeste;78. Café do Silêncio;Café & Bistrô;1015;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;200; 4.643,85 
1952;2023-157987;09/03/2023;20230903;PA;Nordeste;78. Café do Silêncio;Café & Bistrô;1015;Q-P1;Quiche P1; 5,19 ; 3,48 ;0%;500; 2.395,88 
1953;2023-157987;09/03/2023;20230903;PA;Nordeste;78. Café do Silêncio;Café & Bistrô;1015;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;0%;300; 5.759,98 
1954;2023-157987;09/03/2023;20230903;PA;Nordeste;78. Café do Silêncio;Café & Bistrô;1015;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;1%;200; 1.605,27 
1955;2023-157987;09/03/2023;20230903;PA;Nordeste;78. Café do Silêncio;Café & Bistrô;1015;P-P;Panetone P; 8,03 ; 5,38 ;0%;500; 11.609,62 
1956;2023-157987;09/03/2023;20230903;PA;Nordeste;78. Café do Silêncio;Café & Bistrô;1015;M-P;Mel P; 4,02 ; 2,70 ;0%;100; 1.167,61 
1957;2023-157987;09/03/2023;20230903;PA;Nordeste;78. Café do Silêncio;Café & Bistrô;1015;M-P;Mel P; 4,02 ; 2,70 ;0%;100; 1.167,61 
1958;2023-157987;09/03/2023;20230903;PA;Nordeste;78. Café do Silêncio;Café & Bistrô;1015;Q-M;Quiche M; 11,68 ; 7,82 ;0%;300; 6.176,12 
1959;2023-110905;09/11/2023;20230911;CE;Nordeste;72. Café do Amanhecer;Café & Bistrô;1006;Q-P2;Quiche P2; 4,79 ; 3,21 ;0%;500; 4.013,17 
1960;2023-110905;09/11/2023;20230911;CE;Nordeste;72. Café do Amanhecer;Café & Bistrô;1006;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;0%;400; 4.670,44 
1961;2023-110905;09/11/2023;20230911;CE;Nordeste;72. Café do Amanhecer;Café & Bistrô;1006;M-P;Mel P; 4,02 ; 2,70 ;0%;100; 1.226,12 
1962;2023-110905;09/11/2023;20230911;CE;Nordeste;72. Café do Amanhecer;Café & Bistrô;1006;M-P;Mel P; 4,02 ; 2,70 ;0%;400; 4.670,44 
1963;2023-110905;09/11/2023;20230911;CE;Nordeste;72. Café do Amanhecer;Café & Bistrô;1006;Q-P2;Quiche P2; 4,79 ; 3,21 ;0%;500; 4.013,17 
1964;2023-110905;09/11/2023;20230911;CE;Nordeste;72. Café do Amanhecer;Café & Bistrô;1006;Q-M;Quiche M; 11,68 ; 7,82 ;0%;500; 2.395,88 
1965;2023-110905;09/11/2023;20230911;CE;Nordeste;72. Café do Amanhecer;Café & Bistrô;1006;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;500; 2.395,88 
1966;2023-110905;09/11/2023;20230911;CE;Nordeste;72. Café do Amanhecer;Café & Bistrô;1006;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;0%;100; 2.058,71 
1967;2023-165841;12/22/2023;20231222;GO;Centro-Oeste;83. Bistrô das Janelas;Café & Bistrô;1021;Q-P1;Quiche P1; 5,19 ; 3,48 ;0%;200; 1.605,27 
1968;2023-165841;12/22/2023;20231222;GO;Centro-Oeste;83. Bistrô das Janelas;Café & Bistrô;1021;Q-M;Quiche M; 11,68 ; 7,82 ;0%;700; 5.618,44 
1969;2023-165841;12/22/2023;20231222;GO;Centro-Oeste;83. Bistrô das Janelas;Café & Bistrô;1021;Q-M;Quiche M; 11,68 ; 7,82 ;0%;300; 2.407,90 
1970;2023-117485;9/24/2023;20230924;MG;Sudeste;88. Café do Pomar;Café & Bistrô;1038;M-P;Mel P; 4,02 ; 2,70 ;0%;100; 1.226,12 
1971;2023-140242;05/07/2023;20230507;MS;Centro-Oeste;67. Bistrô das Estrelas;Café & Bistrô;1013;P-P;Panetone P; 8,03 ; 5,38 ;2%;100; 1.226,12 
1972;2023-140242;05/07/2023;20230507;MS;Centro-Oeste;67. Bistrô das Estrelas;Café & Bistrô;1013;M-P;Mel P; 4,02 ; 2,70 ;2%;500; 5.838,04 
1973;2020-148950;12/14/2020;20201214;MS;Centro-Oeste;86. Café do Jardim;Café & Bistrô;1096;Q-P2;Quiche P2; 4,79 ; 3,21 ;8%;100; 402,42 
1974;2020-148950;12/14/2020;20201214;MS;Centro-Oeste;86. Café do Jardim;Café & Bistrô;1096;P-M-Premium;Panetone M Premium; 23,22 ; 15,56 ;2%;200; 3.839,99 
1975;2020-148950;12/14/2020;20201214;MS;Centro-Oeste;86. Café do Jardim;Café & Bistrô;1096;M-P;Mel P; 4,02 ; 2,70 ;2%;200; 958,35 
1976;2020-110408;10/18/2020;20201018;CE;Nordeste;22. Sabores do Oriente;Restaurante;1100;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;200; 3.839,99 
1977;2020-110408;10/18/2020;20201018;CE;Nordeste;22. Sabores do Oriente;Restaurante;1100;Q-P1;Quiche P1; 5,19 ; 3,48 ;0%;200; 2.203,43 
1978;2020-110408;10/18/2020;20201018;CE;Nordeste;22. Sabores do Oriente;Restaurante;1100;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;0%;100; 519,33 
1979;2021-109939;05/08/2021;20210508;CE;Nordeste;64. Café do Porto;Café & Bistrô;1022;P-P;Panetone P; 8,03 ; 5,38 ;2%;500; 5.838,04 
1980;2022-112669;4/15/2022;20220415;GO;Centro-Oeste;25. Gourmet & Cia;Restaurante;1087;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;400; 4.406,85 
1981;2022-112669;4/15/2022;20220415;GO;Centro-Oeste;25. Gourmet & Cia;Restaurante;1087;Q-G2;Quiche G2; 20,59 ; 13,79 ;2%;200; 1.605,27 
1982;2021-119592;12/14/2021;20211214;RS;Sul;29. Sabor do Sol;Restaurante;1042;Q-P2;Quiche P2; 4,79 ; 3,21 ;0%;200; 4.117,42 
1983;2020-122749;12/03/2020;20201203;MG;Sudeste;61. Bistrô das Flores;Café & Bistrô;1046;Q-P1;Quiche P1; 5,19 ; 3,48 ;0%;700; 5.618,44 
1984;2020-164721;11/25/2020;20201125;BA;Nordeste;97. Bistrô das Brisas do Sul;Eventos;1079;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;0%;400; 4.406,85 
1985;2020-164721;11/25/2020;20201125;BA;Nordeste;97. Bistrô das Brisas do Sul;Eventos;1079;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;100; 2.058,71 
1986;2020-164721;11/25/2020;20201125;BA;Nordeste;97. Bistrô das Brisas do Sul;Eventos;1079;Q-M;Quiche M; 11,68 ; 7,82 ;0%;200; 958,35 
1987;2022-147417;7/26/2022;20220726;GO;Centro-Oeste;44. Bistrô da Vila;Café & Bistrô;1052;G-M;Galupe M; 8,28 ; 5,55 ;4%;500; 4.037,11 
1988;2021-127509;11/09/2021;20211109;CE;Nordeste;15. Cozinha da Vovó;Restaurante;1068;Q-P2;Quiche P2; 4,79 ; 3,21 ;0%;200; 3.839,99 
1989;2021-127509;11/09/2021;20211109;CE;Nordeste;15. Cozinha da Vovó;Restaurante;1068;Q-P2;Quiche P2; 4,79 ; 3,21 ;0%;400; 1.609,66 
1990;2021-127509;11/09/2021;20211109;CE;Nordeste;15. Cozinha da Vovó;Restaurante;1068;G-G1;Galupe G1; 12,26 ; 8,22 ;0%;300; 3.502,83 
1991;2021-127509;11/09/2021;20211109;CE;Nordeste;15. Cozinha da Vovó;Restaurante;1068;Q-M;Quiche M; 11,68 ; 7,82 ;0%;300; 3.502,83 
1992;2023-111374;2/25/2023;20230225;CE;Nordeste;44. Bistrô da Vila;Café & Bistrô;1052;Q-P2;Quiche P2; 4,79 ; 3,21 ;7%;300; 3.502,83 
1993;2023-133648;6/26/2023;20230626;CE;Nordeste;67. Bistrô das Estrelas;Café & Bistrô;1013;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;300; 3.502,83 
1994;2023-133648;6/26/2023;20230626;CE;Nordeste;67. Bistrô das Estrelas;Café & Bistrô;1013;P-P;Panetone P; 8,03 ; 5,38 ;2%;300; 3.502,83 
1995;2023-133648;6/26/2023;20230626;CE;Nordeste;67. Bistrô das Estrelas;Café & Bistrô;1013;P-M-Premium;Panetone M Premium; 23,22 ; 15,56 ;2%;500; 5.508,57 
1996;2023-147221;12/03/2023;20231203;PE;Nordeste;83. Bistrô das Janelas;Café & Bistrô;1021;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;8%;500; 5.508,57 
1997;2023-147221;12/03/2023;20231203;PE;Nordeste;83. Bistrô das Janelas;Café & Bistrô;1021;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;6%;200; 2.452,25 
1998;2020-131905;02/07/2020;20200207;CE;Nordeste;61. Bistrô das Flores;Café & Bistrô;1046;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;0%;500; 10.293,54 
1999;2020-131905;02/07/2020;20200207;CE;Nordeste;61. Bistrô das Flores;Café & Bistrô;1046;Q-P1;Quiche P1; 5,19 ; 3,48 ;0%;200; 1.038,65 
2000;2020-131905;02/07/2020;20200207;CE;Nordeste;61. Bistrô das Flores;Café & Bistrô;1046;Q-P1;Quiche P1; 5,19 ; 3,48 ;0%;100; 2.058,71 
2001;2023-166128;04/12/2023;20230412;BA;Nordeste;16. Fogo & Lenha;Restaurante;1080;M-P;Mel P; 4,02 ; 2,70 ;0%;100; 2.058,71 
2002;2023-166128;04/12/2023;20230412;BA;Nordeste;16. Fogo & Lenha;Restaurante;1080;P-P;Panetone P; 8,03 ; 5,38 ;0%;100; 2.058,71 
2003;2023-163510;12/26/2023;20231226;PA;Nordeste;67. Bistrô das Estrelas;Café & Bistrô;1013;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;300; 1.207,25 
2004;2023-163510;12/26/2023;20231226;PA;Nordeste;67. Bistrô das Estrelas;Café & Bistrô;1013;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;0%;200; 4.117,42 
2005;2023-143028;04/12/2023;20230412;PE;Nordeste;20. Casa do Sabor;Restaurante;1093;Q-P2;Quiche P2; 4,79 ; 3,21 ;8%;200; 4.117,42 
2006;2020-111150;12/31/2020;20201231;CE;Nordeste;12. Terra & Fogo;Restaurante;1017;P-P;Panetone P; 8,03 ; 5,38 ;0%;500; 9.599,97 
2007;2020-111150;12/31/2020;20201231;CE;Nordeste;12. Terra & Fogo;Restaurante;1017;M-P;Mel P; 4,02 ; 2,70 ;0%;200; 804,83 
2008;2023-165386;08/04/2023;20230804;MS;Centro-Oeste;16. Fogo & Lenha;Restaurante;1080;Q-G1;Quiche G1; 23,07 ; 15,46 ;3%;200; 804,83 
2009;2020-116407;11/15/2020;20201115;PR;Sul;6. Sabor & Arte;Restaurante;1078;P-P;Panetone P; 8,03 ; 5,38 ;2%;300; 3.502,83 
2010;2020-116407;11/15/2020;20201115;PR;Sul;6. Sabor & Arte;Restaurante;1078;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;2%;200; 2.335,22 
2011;2020-116407;11/15/2020;20201115;PR;Sul;6. Sabor & Arte;Restaurante;1078;Q-M;Quiche M; 11,68 ; 7,82 ;2%;400; 3.210,54 
2012;2021-155761;12/11/2021;20211211;PE;Nordeste;49. Café & Sonhos;Café & Bistrô;1055;M-P;Mel P; 4,02 ; 2,70 ;2%;200; 2.203,43 
2013;2021-155761;12/11/2021;20211211;PE;Nordeste;49. Café & Sonhos;Café & Bistrô;1055;Q-G2;Quiche G2; 20,59 ; 13,79 ;2%;100; 402,42 
2014;2022-145905;9/19/2022;20220919;CE;Nordeste;41. Café & Companhia;Café & Bistrô;1073;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;0%;300; 1.207,25 
2015;2022-145905;9/19/2022;20220919;CE;Nordeste;41. Café & Companhia;Café & Bistrô;1073;Q-M;Quiche M; 11,68 ; 7,82 ;0%;300; 2.407,90 
2016;2022-145905;9/19/2022;20220919;CE;Nordeste;41. Café & Companhia;Café & Bistrô;1073;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;200; 1.038,65 
2017;2021-113110;3/19/2021;20210319;BA;Nordeste;94. Café do Celeiro;Eventos;1001;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;200; 1.038,65 
2018;2021-113110;3/19/2021;20210319;BA;Nordeste;94. Café do Celeiro;Eventos;1001;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;0%;100; 1.167,61 
2019;2021-113110;3/19/2021;20210319;BA;Nordeste;94. Café do Celeiro;Eventos;1001;Q-M;Quiche M; 11,68 ; 7,82 ;0%;100; 1.167,61 
2020;2021-113110;3/19/2021;20210319;BA;Nordeste;94. Café do Celeiro;Eventos;1001;Q-M;Quiche M; 11,68 ; 7,82 ;0%;100; 1.226,12 
2021;2022-168354;9/20/2022;20220920;RS;Sul;1. Delícias da Terra;Indústria;1011;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;200; 1.605,27 
2022;2022-168354;9/20/2022;20220920;RS;Sul;1. Delícias da Terra;Indústria;1011;Q-M;Quiche M; 11,68 ; 7,82 ;0%;600; 4.815,81 
2023;2022-168354;9/20/2022;20220920;RS;Sul;1. Delícias da Terra;Indústria;1011;Q-P2;Quiche P2; 4,79 ; 3,21 ;0%;200; 2.335,22 
2024;2022-168354;9/20/2022;20220920;RS;Sul;1. Delícias da Terra;Indústria;1011;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;0%;400; 7.679,97 
2025;2023-111241;8/21/2023;20230821;BA;Nordeste;47. Café da Esquina;Café & Bistrô;1072;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;700; 3.354,23 
2026;2021-114237;3/13/2021;20210313;BA;Nordeste;97. Bistrô das Brisas do Sul;Eventos;1079;Q-G1;Quiche G1; 23,07 ; 15,46 ;0%;200; 1.605,27 
2027;2022-113516;09/09/2022;20220909;BA;Nordeste;13. Gastronomia Urbana;Restaurante;1039;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;200; 1.605,27 
2028;2022-113516;09/09/2022;20220909;BA;Nordeste;13. Gastronomia Urbana;Restaurante;1039;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;100; 2.058,71 
2029;2021-117961;11/26/2021;20211126;MG;Sudeste;74. Café do Entardecer;Café & Bistrô;1071;Q-P2;Quiche P2; 4,79 ; 3,21 ;0%;500; 5.508,57 
2030;2021-117961;11/26/2021;20211126;MG;Sudeste;74. Café do Entardecer;Café & Bistrô;1071;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;400; 1.916,70 
